CodigoExterno,Estado,CodigoEstado,Organismo,Sector,Region,Tipo,Rubro,Moneda,MontoEstimado,NumeroOferentes,CantidadReclamos,FechaCierre,Periodo,MontoAdjudicado
3479-61-LR26,Adjudicada,8,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,LR,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,,2.0,197.0,2026-06-22,2026-05,888081240.0
3479-60-L126,Adjudicada,8,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,L1,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,6700000.0,2.0,197.0,2026-05-29,2026-05,6500000.0
3479-59-LR26,Adjudicada,8,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,LR,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,3.0,197.0,2026-06-18,2026-05,1308263400.0
3479-58-L126,Adjudicada,8,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,L1,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,6900000.0,1.0,197.0,2026-05-19,2026-05,5760000.0
3479-57-LE26,Adjudicada,8,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLF,,3.0,197.0,2026-05-19,2026-05,
3479-56-CO26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,CO,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,70000000.0,1.0,197.0,2026-05-15,2026-05,
3479-55-LE26,Adjudicada,8,I MUNICIPALIDAD DE CALBUCO,Municipalidades,Región de los Lagos ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,15103244.0,1.0,197.0,2026-05-15,2026-05,15103248.0
3477-61-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILCUN,Municipalidades,Región de la Araucanía ,LE,"ROPA, MALETAS Y PRODUCTOS DE ASEO PERSONAL",CLP,10795680.0,5.0,115.0,2026-05-26,2026-05,8248554.0
3477-59-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILCUN,Municipalidades,Región de la Araucanía ,LE,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,23750000.0,6.0,115.0,2026-05-22,2026-05,19715222.0
3477-58-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILCUN,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,16800000.0,1.0,115.0,2026-05-18,2026-05,14238000.0
3482-2-L126,Adjudicada,8,DIVISION LOGISTICA DEL EJERCITO,FFAA,Región del Ñuble,L1,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,3499000.0,1.0,11763.0,2026-05-15,2026-05,2940000.0
3328-39-LE26,Adjudicada,8,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,Región Metropolitana de Santiago,LE,SERVICIOS DE PRODUCCIÓN Y FABRICACIÓN INDUSTRIAL,CLP,34150620.0,2.0,1466.0,2026-05-22,2026-05,28698000.0
3328-38-LE26,Cerrada,6,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,Región Metropolitana de Santiago,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,35694050.0,6.0,1466.0,2026-05-18,2026-05,
3328-37-LE26,Cerrada,6,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,Región Metropolitana de Santiago,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,8008700.0,6.0,1466.0,2026-05-18,2026-05,
3134-50-CO26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,CO,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,2.0,2576.0,2026-05-18,2026-05,53475120.0
3134-47-LP26,Revocada,15,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LP,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLF,266469966.0,14.0,2576.0,2026-05-25,2026-05,
3132-20-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,EQUIPAMIENTO PARA LABORATORIOS,CLP,7959315.0,4.0,2576.0,2026-06-01,2026-05,6685000.0
3132-19-L126,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,5350000.0,1.0,2576.0,2026-05-19,2026-05,
3130-9-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Magallanes y de la Antártica,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,2.0,2576.0,2026-05-19,2026-05,216000.0
3130-14-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Magallanes y de la Antártica,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,1.0,2576.0,2026-06-01,2026-05,251678.0
3130-13-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Magallanes y de la Antártica,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,1.0,2576.0,2026-05-25,2026-05,23317992.0
3130-12-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Magallanes y de la Antártica,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,3.0,2576.0,2026-05-22,2026-05,12182000.0
3117-50-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,3000000.0,3.0,2576.0,2026-06-08,2026-05,2118150.0
3117-49-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,70000000.0,4.0,2576.0,2026-06-12,2026-05,1210000.0
3117-48-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,6000000.0,4.0,2576.0,2026-06-05,2026-05,5735705.0
3117-47-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,2003960.0,2.0,2576.0,2026-06-05,2026-05,1437500.0
3117-46-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,3.0,2576.0,2026-06-09,2026-05,19882044.0
3117-44-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,6909678.0,2.0,2576.0,2026-06-01,2026-05,6712778.0
3117-42-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,7100000.0,3.0,2576.0,2026-05-29,2026-05,5182500.0
3117-41-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE CUIDADO PERSONAL Y DOMÉSTICOS,CLP,,3.0,2576.0,2026-05-28,2026-05,115966.0
3117-40-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,50000000.0,4.0,2576.0,2026-05-28,2026-05,18000.0
3117-39-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,43122000.0,6.0,2576.0,2026-05-28,2026-05,33424764.0
3117-38-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,66234000.0,9.0,2576.0,2026-05-28,2026-05,41995250.0
3117-35-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,12500000.0,8.0,2576.0,2026-05-26,2026-05,9038250.0
3113-3-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región del Biobío ,L1,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,6674995.0,2.0,2576.0,2026-05-29,2026-05,5477003.0
3109-3-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,9.0,2576.0,2026-06-05,2026-05,17647000.0
3095-5-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de los Lagos ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,9000000.0,2.0,2576.0,2026-06-11,2026-05,6800000.0
3092-5-LE26,Adjudicada,8,I MUNICIPALIDAD DE CASABLANCA,Municipalidades,Región de Valparaíso ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,10500000.0,2.0,224.0,2026-06-08,2026-05,8823500.0
3092-4-L126,Adjudicada,8,I MUNICIPALIDAD DE CASABLANCA,Municipalidades,Región de Valparaíso ,L1,"SALUD, SERVICIOS SANITARIOS Y ALIMENTACIÓN",CLP,5425000.0,3.0,224.0,2026-05-19,2026-05,5425000.0
3134-51-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,21491400.0,1.0,2576.0,2026-05-25,2026-05,
3091-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE CASABLANCA,Municipalidades,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,15587446.0,3.0,224.0,2026-06-15,2026-05,12521401.0
3134-52-LE26,Revocada,15,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,10192136.0,1.0,2576.0,2026-06-08,2026-05,
3134-55-CO26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,CO,EQUIPAMIENTO PARA LABORATORIOS,CLP,60000000.0,3.0,2576.0,2026-06-08,2026-05,
3172-36-LE26,Adjudicada,8,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,Región Metropolitana de Santiago,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,9999659.0,8.0,3428.0,2026-05-26,2026-05,7183204.0
3172-33-LE26,Cerrada,6,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,Región Metropolitana de Santiago,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,49803404.0,1.0,3428.0,2026-05-28,2026-05,
3172-31-LE26,Adjudicada,8,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,Región Metropolitana de Santiago,LE,"EQUIPAMIENTO PARA EL ACONDICIONAMIENTO, DISTRIBUCIÓN Y FILTRADO DE FLUIDOS",CLP,,3.0,3428.0,2026-05-12,2026-05,8560000.0
3167-7-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE PRODUCCIÓN Y FABRICACIÓN INDUSTRIAL,CLP,2000000.0,1.0,2576.0,2026-06-04,2026-05,1003673.0
3167-6-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,SERVICIOS DE PRODUCCIÓN Y FABRICACIÓN INDUSTRIAL,CLP,2000000.0,1.0,2576.0,2026-05-15,2026-05,1003673.0
316-35-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLA ALEMANA,Municipalidades,Región de Valparaíso ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,9000000.0,1.0,114.0,2026-06-15,2026-05,7563025.0
316-34-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLA ALEMANA,Municipalidades,Región de Valparaíso ,LE,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,10240000.0,2.0,114.0,2026-05-20,2026-05,10184000.0
316-29-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLA ALEMANA,Municipalidades,Región de Valparaíso ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,12700000.0,3.0,114.0,2026-05-19,2026-05,9855600.0
3159-9-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,1.0,2.0,2576.0,2026-05-19,2026-05,1.0
3159-13-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,10750000.0,6.0,2576.0,2026-05-29,2026-05,7711320.0
3159-12-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,"SERVICIOS DE DEFENSA NACIONAL, ORDEN PÚBLICO Y SEGURIDAD",CLP,,3.0,2576.0,2026-05-19,2026-05,40800000.0
3159-11-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,35600000.0,8.0,2576.0,2026-05-25,2026-05,25975000.0
3159-10-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,13200000.0,10.0,2576.0,2026-05-25,2026-05,9755977.0
3158-4-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Magallanes y de la Antártica,LE,"COMBUSTIBLES, LUBRICANTES Y ANTICORROSIVOS",CLP,13875300.0,1.0,2576.0,2026-05-11,2026-05,14393575.0
3153-7-LE26,Revocada,15,I MUNICIPALIDAD DE COLLIPULLI,Municipalidades,Región de la Araucanía ,LE,"EQUIPOS Y SUMINISTROS DE IMPRENTA, FOTOGRÁFICOS Y AUDIOVISUALES",CLP,20000000.0,4.0,77.0,2026-06-03,2026-05,
3153-6-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COLLIPULLI,Municipalidades,Región de la Araucanía ,LE,"EQUIPOS Y SUMINISTROS DE IMPRENTA, FOTOGRÁFICOS Y AUDIOVISUALES",CLP,60551768.0,6.0,77.0,2026-05-18,2026-05,
3151-18-R126,Adjudicada,8,I MUNICIPALIDAD DE LONCOCHE,Municipalidades,Región de la Araucanía ,LE,HERRAMIENTAS Y MAQUINARIA EN GENERAL,CLP,20000000.0,4.0,229.0,2026-05-19,2026-05,16805900.0
3151-18-LE26,Adjudicada,9,I MUNICIPALIDAD DE LONCOCHE,Municipalidades,Región de la Araucanía ,LE,HERRAMIENTAS Y MAQUINARIA EN GENERAL,CLP,20000000.0,4.0,229.0,2026-05-19,2026-05,15924170.0
3149-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE MARIA ELENA,Municipalidades,Región de Antofagasta ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,20000000.0,2.0,195.0,2026-05-29,2026-05,15550000.0
3149-11-LE26,Adjudicada,8,I MUNICIPALIDAD DE MARIA ELENA,Municipalidades,Región de Antofagasta ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,30000000.0,3.0,195.0,2026-05-29,2026-05,19745000.0
3143-31-LP26,Adjudicada,8,I MUNICIPALIDAD DE LAGO RANCO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,88800000.0,2.0,66.0,2026-06-30,2026-05,72806980.0
3143-30-LE26,Adjudicada,8,I MUNICIPALIDAD DE LAGO RANCO,Municipalidades,Región de Los Ríos,LE,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,,1.0,66.0,2026-05-12,2026-05,30526375.0
3135-30-LP26,Adjudicada,8,I MUNICIPALIDAD DE MARIA ELENA,Municipalidades,Región de Antofagasta ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,5.0,195.0,2026-06-01,2026-05,152441125.0
3135-29-LR26,Adjudicada,8,I MUNICIPALIDAD DE MARIA ELENA,Municipalidades,Región de Antofagasta ,LR,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,400000000.0,3.0,195.0,2026-06-08,2026-05,335264351.0
3135-28-LE26,Adjudicada,8,I MUNICIPALIDAD DE MARIA ELENA,Municipalidades,Región de Antofagasta ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,60000000.0,3.0,195.0,2026-05-14,2026-05,46981201.0
3134-53-LP26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LP,"EQUIPAMIENTO PARA EL ACONDICIONAMIENTO, DISTRIBUCIÓN Y FILTRADO DE FLUIDOS",CLP,109471381.0,6.0,2576.0,2026-06-16,2026-05,84209506.0
3091-13-LE26,Adjudicada,8,I MUNICIPALIDAD DE CASABLANCA,Municipalidades,Región de Valparaíso ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,12500000.0,7.0,224.0,2026-05-25,2026-05,11379200.0
3091-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE CASABLANCA,Municipalidades,Región de Valparaíso ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,2.0,224.0,2026-05-20,2026-05,8000000.0
3090-7-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,4.0,2576.0,2026-06-05,2026-05,5133149.0
3073-32-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,EQUIPAMIENTO PARA LABORATORIOS,CLP,8000000.0,2.0,2576.0,2026-05-28,2026-05,6712440.0
3073-31-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,ARTÍCULOS DE FABRICACIÓN Y PRODUCCIÓN,CLP,11500000.0,6.0,2576.0,2026-05-25,2026-05,9600000.0
3073-30-L126,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,5600000.0,1.0,2576.0,2026-05-18,2026-05,
3073-29-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,EQUIPAMIENTO PARA MANEJO Y ESTIBA DE MATERIALES,CLP,3000000.0,1.0,2576.0,2026-06-01,2026-05,3000000.0
3073-24-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"PRODUCTOS DERIVADOS DE MINERALES, PLANTAS Y ANIMALES",CLP,,1.0,2576.0,2026-05-25,2026-05,
3068-9-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,MAQUINARIA PARA GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA,CLP,8860383.0,2.0,2576.0,2026-05-26,2026-05,
3068-8-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,19990136.0,5.0,2576.0,2026-05-26,2026-05,6511000.0
3068-6-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,40000000.0,1.0,2576.0,2026-05-27,2026-05,32301910.0
3068-5-LE26,Cerrada,6,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"EQUIPAMIENTO PARA EL ACONDICIONAMIENTO, DISTRIBUCIÓN Y FILTRADO DE FLUIDOS",CLP,11548000.0,5.0,2576.0,2026-06-05,2026-05,
3068-16-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,MAQUINARIA PARA GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA,CLP,7500000.0,1.0,2576.0,2026-06-04,2026-05,
3068-14-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,7735000.0,1.0,2576.0,2026-06-04,2026-05,
3068-12-L126,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región Metropolitana de Santiago,L1,ARTÍCULOS DE FABRICACIÓN Y PRODUCCIÓN,CLP,2791430.0,2.0,2576.0,2026-06-08,2026-05,
3068-11-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región Metropolitana de Santiago,L1,SERVICIOS DE PRODUCCIÓN Y FABRICACIÓN INDUSTRIAL,CLP,2500000.0,1.0,2576.0,2026-05-27,2026-05,2057550.0
3068-10-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"COMBUSTIBLES, LUBRICANTES Y ANTICORROSIVOS",CLP,19704302.0,5.0,2576.0,2026-05-26,2026-05,10098200.0
3065-37-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,MAQUINARIA PARA FABRICACIÓN Y TRANSFORMACIÓN INDUSTRIAL,USD,,1.0,2576.0,2026-06-11,2026-05,
3065-34-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,USD,31500.0,3.0,2576.0,2026-06-02,2026-05,
3065-33-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,USD,34800.0,2.0,2576.0,2026-06-01,2026-05,
3065-31-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,USD,38300.0,5.0,2576.0,2026-05-25,2026-05,
3065-29-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",USD,,1.0,2576.0,2026-05-14,2026-05,
3065-28-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,8000000.0,1.0,2576.0,2026-05-14,2026-05,4976758.0
3065-24-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",USD,,2.0,2576.0,2026-05-14,2026-05,
3061-5-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,7.0,2576.0,2026-05-27,2026-05,5810000.0
3061-4-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,"ALIMENTOS, BEBIDAS Y TABACO",CLP,,2.0,2576.0,2026-05-13,2026-05,1599.0
3061-3-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Tarapacá  ,LE,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,13867400.0,4.0,2576.0,2026-05-14,2026-05,
3057-1-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,3000000.0,4.0,2576.0,2026-05-14,2026-05,2975000.0
3073-34-L126,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región de Valparaíso ,L1,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,5600000.0,1.0,2576.0,2026-05-27,2026-05,4680000.0
3080-1-LE26,Adjudicada,8,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,Región del Biobío ,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,34200000.0,3.0,2576.0,2026-06-04,2026-05,28377000.0
